Year,Match Number,Date,Stadium,City,Match,Match Details,Batting Team,Total Score,Column1,Bowler Name,Runs,Balls,Fours,Sixes,Strike Rate,Column2,Column3
2015,9th Match,20-February-2015,Sky Stadium,"Wellington, New Zealand",England vs New Zealand,"9th Match, Pool A (D/N), Wellington, February 20, 2015,
ICC Cricket World Cup",England,125,2,Chris Woakes,3,1,8,2,0,0,2.67
2015,10th Match,21-February-2015,Hagley Oval,"Christchurch, New Zealand",West Indies vs Pakistan,"10th Match, Pool B, Christchurch, February 21, 2015,
ICC Cricket World Cup",Pakistan,310,6,Mohammad Irfan,10,0,44,1,0,1,4.4
2015,10th Match,21-February-2015,Hagley Oval,"Christchurch, New Zealand",West Indies vs Pakistan,"10th Match, Pool B, Christchurch, February 21, 2015,
ICC Cricket World Cup",Pakistan,310,6,Sohail Khan,10,1,73,1,1,0,7.3
2015,10th Match,21-February-2015,Hagley Oval,"Christchurch, New Zealand",West Indies vs Pakistan,"10th Match, Pool B, Christchurch, February 21, 2015,
ICC Cricket World Cup",Pakistan,310,6,Shahid Afridi,10,0,48,0,0,5,4.8
2015,10th Match,21-February-2015,Hagley Oval,"Christchurch, New Zealand",West Indies vs Pakistan,"10th Match, Pool B, Christchurch, February 21, 2015,
ICC Cricket World Cup",Pakistan,310,6,Haris Sohail,9,0,62,2,0,0,6.89
2015,10th Match,21-February-2015,Hagley Oval,"Christchurch, New Zealand",West Indies vs Pakistan,"10th Match, Pool B, Christchurch, February 21, 2015,
ICC Cricket World Cup",Pakistan,310,6,Wahab Riaz,10,0,67,1,0,8,6.7
2015,10th Match,21-February-2015,Hagley Oval,"Christchurch, New Zealand",West Indies vs Pakistan,"10th Match, Pool B, Christchurch, February 21, 2015,
ICC Cricket World Cup",Pakistan,310,6,Sohaib Maqsood,1,0,8,0,0,0,8
2015,10th Match,21-February-2015,Hagley Oval,"Christchurch, New Zealand",West Indies vs Pakistan,"10th Match, Pool B, Christchurch, February 21, 2015,
ICC Cricket World Cup",West Indies,160,10,Jerome Taylor,7,1,15,3,0,2,2.14
2015,10th Match,21-February-2015,Hagley Oval,"Christchurch, New Zealand",West Indies vs Pakistan,"10th Match, Pool B, Christchurch, February 21, 2015,
ICC Cricket World Cup",West Indies,160,10,Jason Holder,7,2,23,1,0,1,3.29
2015,10th Match,21-February-2015,Hagley Oval,"Christchurch, New Zealand",West Indies vs Pakistan,"10th Match, Pool B, Christchurch, February 21, 2015,
ICC Cricket World Cup",West Indies,160,10,Andre Russell,8,2,33,3,0,2,4.13
2015,10th Match,21-February-2015,Hagley Oval,"Christchurch, New Zealand",West Indies vs Pakistan,"10th Match, Pool B, Christchurch, February 21, 2015,
ICC Cricket World Cup",West Indies,160,10,Daren Sammy,8,0,47,1,0,0,5.88
2015,10th Match,21-February-2015,Hagley Oval,"Christchurch, New Zealand",West Indies vs Pakistan,"10th Match, Pool B, Christchurch, February 21, 2015,
ICC Cricket World Cup",West Indies,160,10,Sulieman Benn,9,0,39,2,1,0,4.33
2015,12th Match,22-February-2015,University Oval,"Dunedin, New Zealand",Afghanistan vs Sri Lanka,"12th Match, Pool A, Dunedin, February 22, 2015,
ICC Cricket World Cup",Sri Lanka,232,10,Lasith Malinga,9.4,1,41,3,1,6,4.36
2015,12th Match,22-February-2015,University Oval,"Dunedin, New Zealand",Afghanistan vs Sri Lanka,"12th Match, Pool A, Dunedin, February 22, 2015,
ICC Cricket World Cup",Sri Lanka,232,10,Suranga Lakmal,10,1,36,2,0,2,3.6
2015,12th Match,22-February-2015,University Oval,"Dunedin, New Zealand",Afghanistan vs Sri Lanka,"12th Match, Pool A, Dunedin, February 22, 2015,
ICC Cricket World Cup",Sri Lanka,232,10,Angelo Mathews,7,0,41,3,0,6,5.86
2015,12th Match,22-February-2015,University Oval,"Dunedin, New Zealand",Afghanistan vs Sri Lanka,"12th Match, Pool A, Dunedin, February 22, 2015,
ICC Cricket World Cup",Sri Lanka,232,10,Thisara Perera,10,0,54,1,0,1,5.4
2015,12th Match,22-February-2015,University Oval,"Dunedin, New Zealand",Afghanistan vs Sri Lanka,"12th Match, Pool A, Dunedin, February 22, 2015,
ICC Cricket World Cup",Sri Lanka,232,10,Rangana Herath,10,0,41,1,0,1,4.1
2015,12th Match,22-February-2015,University Oval,"Dunedin, New Zealand",Afghanistan vs Sri Lanka,"12th Match, Pool A, Dunedin, February 22, 2015,
ICC Cricket World Cup",Sri Lanka,232,10,Jeevan Mendis,3,0,13,0,0,0,4.33
2015,12th Match,22-February-2015,University Oval,"Dunedin, New Zealand",Afghanistan vs Sri Lanka,"12th Match, Pool A, Dunedin, February 22, 2015,
ICC Cricket World Cup",Afghanistan,236,6,Dawlat Zadran,9,0,44,1,0,1,4.89
2015,12th Match,22-February-2015,University Oval,"Dunedin, New Zealand",Afghanistan vs Sri Lanka,"12th Match, Pool A, Dunedin, February 22, 2015,
ICC Cricket World Cup",Afghanistan,236,6,Shapoor Zadran,10,1,48,1,0,0,4.8
2015,12th Match,22-February-2015,University Oval,"Dunedin, New Zealand",Afghanistan vs Sri Lanka,"12th Match, Pool A, Dunedin, February 22, 2015,
ICC Cricket World Cup",Afghanistan,236,6,Hamid Hassan,9,0,45,3,1,0,5
2015,12th Match,22-February-2015,University Oval,"Dunedin, New Zealand",Afghanistan vs Sri Lanka,"12th Match, Pool A, Dunedin, February 22, 2015,
ICC Cricket World Cup",Afghanistan,236,6,Mirwais Ashraf,8.1,0,31,0,0,0,3.83
2015,12th Match,22-February-2015,University Oval,"Dunedin, New Zealand",Afghanistan vs Sri Lanka,"12th Match, Pool A, Dunedin, February 22, 2015,
ICC Cricket World Cup",Afghanistan,236,6,Mohammad Nabi,5.2,0,28,0,0,2,5.38
2015,12th Match,22-February-2015,University Oval,"Dunedin, New Zealand",Afghanistan vs Sri Lanka,"12th Match, Pool A, Dunedin, February 22, 2015,
ICC Cricket World Cup",Afghanistan,236,6,Asghar Afghan,0.5,0,6,0,0,0,12
2015,12th Match,22-February-2015,University Oval,"Dunedin, New Zealand",Afghanistan vs Sri Lanka,"12th Match, Pool A, Dunedin, February 22, 2015,
ICC Cricket World Cup",Afghanistan,236,6,Samiullah Shinwari,6,0,32,0,0,0,5.33
2015,13th Match,22-February-2015,Melbourne Cricket Ground,"Melbourne, Australia",India vs South Africa,"13th Match, Pool B (D/N), Melbourne, February 22, 2015,
ICC Cricket World Cup",South Africa,307,7,Dale Steyn,10,1,55,1,0,0,5.5
2015,13th Match,22-February-2015,Melbourne Cricket Ground,"Melbourne, Australia",India vs South Africa,"13th Match, Pool B (D/N), Melbourne, February 22, 2015,
ICC Cricket World Cup",South Africa,307,7,Vernon Philander,4,1,19,0,0,0,4.75
2015,13th Match,22-February-2015,Melbourne Cricket Ground,"Melbourne, Australia",India vs South Africa,"13th Match, Pool B (D/N), Melbourne, February 22, 2015,
ICC Cricket World Cup",South Africa,307,7,Jean-Paul Duminy,7,0,39,0,0,1,5.57
2015,13th Match,22-February-2015,Melbourne Cricket Ground,"Melbourne, Australia",India vs South Africa,"13th Match, Pool B (D/N), Melbourne, February 22, 2015,
ICC Cricket World Cup",South Africa,307,7,Morne Morkel,10,0,59,2,0,0,5.9
2015,13th Match,22-February-2015,Melbourne Cricket Ground,"Melbourne, Australia",India vs South Africa,"13th Match, Pool B (D/N), Melbourne, February 22, 2015,
ICC Cricket World Cup",South Africa,307,7,Imran Tahir,10,0,48,1,0,1,4.8
2015,13th Match,22-February-2015,Melbourne Cricket Ground,"Melbourne, Australia",India vs South Africa,"13th Match, Pool B (D/N), Melbourne, February 22, 2015,
ICC Cricket World Cup",South Africa,307,7,Wayne Parnell,9,0,85,1,2,4,9.44
2015,13th Match,22-February-2015,Melbourne Cricket Ground,"Melbourne, Australia",India vs South Africa,"13th Match, Pool B (D/N), Melbourne, February 22, 2015,
ICC Cricket World Cup",India,177,10,Umesh Yadav,6,0,34,0,0,1,5.67
2015,13th Match,22-February-2015,Melbourne Cricket Ground,"Melbourne, Australia",India vs South Africa,"13th Match, Pool B (D/N), Melbourne, February 22, 2015,
ICC Cricket World Cup",India,177,10,Mohammed Shami,8,1,30,2,0,2,3.75
2015,13th Match,22-February-2015,Melbourne Cricket Ground,"Melbourne, Australia",India vs South Africa,"13th Match, Pool B (D/N), Melbourne, February 22, 2015,
ICC Cricket World Cup",India,177,10,Mohit Sharma,7,0,31,2,0,2,4.43
2015,13th Match,22-February-2015,Melbourne Cricket Ground,"Melbourne, Australia",India vs South Africa,"13th Match, Pool B (D/N), Melbourne, February 22, 2015,
ICC Cricket World Cup",India,177,10,Ravindra Jadeja,8.2,0,37,1,0,1,4.51
2015,13th Match,22-February-2015,Melbourne Cricket Ground,"Melbourne, Australia",India vs South Africa,"13th Match, Pool B (D/N), Melbourne, February 22, 2015,
ICC Cricket World Cup",India,177,10,Ravichandran Ashwin,10,0,41,3,0,0,4.1
2015,13th Match,22-February-2015,Melbourne Cricket Ground,"Melbourne, Australia",India vs South Africa,"13th Match, Pool B (D/N), Melbourne, February 22, 2015,
ICC Cricket World Cup",India,177,10,Suresh Raina,1,0,3,0,0,0,3
2015,14th Match,23-February-2015,Hagley Oval,"Christchurch, New Zealand",England vs Scotland,"14th Match, Pool A, Christchurch, February 23, 2015,
ICC Cricket World Cup",Scotland,303,8,Iain Wardlaw,10,1,60,1,0,2,6
2015,14th Match,23-February-2015,Hagley Oval,"Christchurch, New Zealand",England vs Scotland,"14th Match, Pool A, Christchurch, February 23, 2015,
ICC Cricket World Cup",Scotland,303,8,Josh Davey,10,0,68,4,0,9,6.8
2015,14th Match,23-February-2015,Hagley Oval,"Christchurch, New Zealand",England vs Scotland,"14th Match, Pool A, Christchurch, February 23, 2015,
ICC Cricket World Cup",Scotland,303,8,Alasdair Evans,10,1,46,1,0,2,4.6
2015,14th Match,23-February-2015,Hagley Oval,"Christchurch, New Zealand",England vs Scotland,"14th Match, Pool A, Christchurch, February 23, 2015,
ICC Cricket World Cup",Scotland,303,8,Majid Haq,10,0,51,1,1,0,5.1
2015,14th Match,23-February-2015,Hagley Oval,"Christchurch, New Zealand",England vs Scotland,"14th Match, Pool A, Christchurch, February 23, 2015,
ICC Cricket World Cup",Scotland,303,8,Richie Berrington,5,0,43,1,0,2,8.6
2015,14th Match,23-February-2015,Hagley Oval,"Christchurch, New Zealand",England vs Scotland,"14th Match, Pool A, Christchurch, February 23, 2015,
ICC Cricket World Cup",Scotland,303,8,Matt Machan,2,0,11,0,0,0,5.5
2015,14th Match,23-February-2015,Hagley Oval,"Christchurch, New Zealand",England vs Scotland,"14th Match, Pool A, Christchurch, February 23, 2015,
ICC Cricket World Cup",Scotland,303,8,Kyle Coetzer,3,0,19,0,0,0,6.33
2015,14th Match,23-February-2015,Hagley Oval,"Christchurch, New Zealand",England vs Scotland,"14th Match, Pool A, Christchurch, February 23, 2015,
ICC Cricket World Cup",England,184,10,James Anderson,6,0,30,2,0,0,5
2015,14th Match,23-February-2015,Hagley Oval,"Christchurch, New Zealand",England vs Scotland,"14th Match, Pool A, Christchurch, February 23, 2015,
ICC Cricket World Cup",England,184,10,Stuart Broad,7,0,24,0,0,1,3.43
2015,14th Match,23-February-2015,Hagley Oval,"Christchurch, New Zealand",England vs Scotland,"14th Match, Pool A, Christchurch, February 23, 2015,
ICC Cricket World Cup",England,184,10,Chris Woakes,5.2,0,25,2,0,0,4.81
2015,14th Match,23-February-2015,Hagley Oval,"Christchurch, New Zealand",England vs Scotland,"14th Match, Pool A, Christchurch, February 23, 2015,
ICC Cricket World Cup",England,184,10,Steven Finn,9,3,26,3,0,0,2.89
2015,14th Match,23-February-2015,Hagley Oval,"Christchurch, New Zealand",England vs Scotland,"14th Match, Pool A, Christchurch, February 23, 2015,
ICC Cricket World Cup",England,184,10,Moeen Ali,10,0,47,2,0,0,4.7
2015,14th Match,23-February-2015,Hagley Oval,"Christchurch, New Zealand",England vs Scotland,"14th Match, Pool A, Christchurch, February 23, 2015,
ICC Cricket World Cup",England,184,10,Joe Root,5,0,27,1,0,1,5.4
2015,15th Match,24-February-2015,Manuka Oval,"Canberra, Australia",West Indies vs Zimbabwe,"15th Match, Pool B (D/N), Canberra, February 24, 2015,
ICC Cricket World Cup",Zimbabwe,372,2,Tinashe Panyangara,9,0,82,1,2,4,9.11
2015,15th Match,24-February-2015,Manuka Oval,"Canberra, Australia",West Indies vs Zimbabwe,"15th Match, Pool B (D/N), Canberra, February 24, 2015,
ICC Cricket World Cup",Zimbabwe,372,2,Tendai Chatara,9.4,0,74,0,2,0,7.87
2015,15th Match,24-February-2015,Manuka Oval,"Canberra, Australia",West Indies vs Zimbabwe,"15th Match, Pool B (D/N), Canberra, February 24, 2015,
ICC Cricket World Cup",Zimbabwe,372,2,Sean Williams,5,0,48,0,0,1,9.6
2015,15th Match,24-February-2015,Manuka Oval,"Canberra, Australia",West Indies vs Zimbabwe,"15th Match, Pool B (D/N), Canberra, February 24, 2015,
ICC Cricket World Cup",Zimbabwe,372,2,Elton Chigumbura,7,0,44,0,1,6,6.29
2015,15th Match,24-February-2015,Manuka Oval,"Canberra, Australia",West Indies vs Zimbabwe,"15th Match, Pool B (D/N), Canberra, February 24, 2015,
ICC Cricket World Cup",Zimbabwe,372,2,Sikandar Raza,10,1,45,0,0,5,4.5
2015,15th Match,24-February-2015,Manuka Oval,"Canberra, Australia",West Indies vs Zimbabwe,"15th Match, Pool B (D/N), Canberra, February 24, 2015,
ICC Cricket World Cup",Zimbabwe,372,2,Tafadzwa Kamungozi,3,0,37,0,0,0,12.33
2015,15th Match,24-February-2015,Manuka Oval,"Canberra, Australia",West Indies vs Zimbabwe,"15th Match, Pool B (D/N), Canberra, February 24, 2015,
ICC Cricket World Cup",Zimbabwe,372,2,Hamilton Masakadza,6.2,0,39,1,0,0,6.29
2015,15th Match,24-February-2015,Manuka Oval,"Canberra, Australia",West Indies vs Zimbabwe,"15th Match, Pool B (D/N), Canberra, February 24, 2015,
ICC Cricket World Cup",West Indies,289,10,Jerome Taylor,10,0,38,3,0,5,3.8
2015,15th Match,24-February-2015,Manuka Oval,"Canberra, Australia",West Indies vs Zimbabwe,"15th Match, Pool B (D/N), Canberra, February 24, 2015,
ICC Cricket World Cup",West Indies,289,10,Jason Holder,7,0,48,3,0,2,6.86
2015,15th Match,24-February-2015,Manuka Oval,"Canberra, Australia",West Indies vs Zimbabwe,"15th Match, Pool B (D/N), Canberra, February 24, 2015,
ICC Cricket World Cup",West Indies,289,10,Nikita Miller,6.3,0,48,1,0,2,7.62
2015,15th Match,24-February-2015,Manuka Oval,"Canberra, Australia",West Indies vs Zimbabwe,"15th Match, Pool B (D/N), Canberra, February 24, 2015,
ICC Cricket World Cup",West Indies,289,10,Marlon Samuels,9,0,59,1,0,0,6.56
2015,15th Match,24-February-2015,Manuka Oval,"Canberra, Australia",West Indies vs Zimbabwe,"15th Match, Pool B (D/N), Canberra, February 24, 2015,
ICC Cricket World Cup",West Indies,289,10,Andre Russell,5,0,44,0,2,2,8.8
2015,15th Match,24-February-2015,Manuka Oval,"Canberra, Australia",West Indies vs Zimbabwe,"15th Match, Pool B (D/N), Canberra, February 24, 2015,
ICC Cricket World Cup",West Indies,289,10,Daren Sammy,1,0,8,0,0,0,8
2015,15th Match,24-February-2015,Manuka Oval,"Canberra, Australia",West Indies vs Zimbabwe,"15th Match, Pool B (D/N), Canberra, February 24, 2015,
ICC Cricket World Cup",West Indies,289,10,Chris Gayle,6,0,35,2,0,3,5.83
2015,16th Match,25-February-2015,The Gabba,"Brisbane, Australia",United Arab Emirates vs Ireland,"16th Match, Pool B (D/N), Brisbane, February 25, 2015,
ICC Cricket World Cup",Ireland,278,9,John Mooney,6,0,32,0,1,2,5.33
2015,16th Match,25-February-2015,The Gabba,"Brisbane, Australia",United Arab Emirates vs Ireland,"16th Match, Pool B (D/N), Brisbane, February 25, 2015,
ICC Cricket World Cup",Ireland,278,9,Max Sorensen,10,0,60,2,0,0,6
2015,16th Match,25-February-2015,The Gabba,"Brisbane, Australia",United Arab Emirates vs Ireland,"16th Match, Pool B (D/N), Brisbane, February 25, 2015,
ICC Cricket World Cup",Ireland,278,9,Alex Cusack,10,0,54,2,0,3,5.4
2015,16th Match,25-February-2015,The Gabba,"Brisbane, Australia",United Arab Emirates vs Ireland,"16th Match, Pool B (D/N), Brisbane, February 25, 2015,
ICC Cricket World Cup",Ireland,278,9,Paul Stirling,10,0,27,2,0,1,2.7
2015,16th Match,25-February-2015,The Gabba,"Brisbane, Australia",United Arab Emirates vs Ireland,"16th Match, Pool B (D/N), Brisbane, February 25, 2015,
ICC Cricket World Cup",Ireland,278,9,Kevin O Brien,7,0,61,2,0,4,8.71
2015,16th Match,25-February-2015,The Gabba,"Brisbane, Australia",United Arab Emirates vs Ireland,"16th Match, Pool B (D/N), Brisbane, February 25, 2015,
ICC Cricket World Cup",Ireland,278,9,George Dockrell,7,0,39,1,0,1,5.57
2015,16th Match,25-February-2015,The Gabba,"Brisbane, Australia",United Arab Emirates vs Ireland,"16th Match, Pool B (D/N), Brisbane, February 25, 2015,
ICC Cricket World Cup",United Arab Emirates,279,8,Mohammad Naveed,9.2,1,65,2,1,0,7.07
2015,16th Match,25-February-2015,The Gabba,"Brisbane, Australia",United Arab Emirates vs Ireland,"16th Match, Pool B (D/N), Brisbane, February 25, 2015,
ICC Cricket World Cup",United Arab Emirates,279,8,Manjula Guruge,7,0,21,1,0,1,3
2015,16th Match,25-February-2015,The Gabba,"Brisbane, Australia",United Arab Emirates vs Ireland,"16th Match, Pool B (D/N), Brisbane, February 25, 2015,
ICC Cricket World Cup",United Arab Emirates,279,8,Amjad Javed,10,0,60,3,0,0,6
2015,16th Match,25-February-2015,The Gabba,"Brisbane, Australia",United Arab Emirates vs Ireland,"16th Match, Pool B (D/N), Brisbane, February 25, 2015,
ICC Cricket World Cup",United Arab Emirates,279,8,Mohammad Tauqir,9,0,38,2,1,0,4.22
2015,16th Match,25-February-2015,The Gabba,"Brisbane, Australia",United Arab Emirates vs Ireland,"16th Match, Pool B (D/N), Brisbane, February 25, 2015,
ICC Cricket World Cup",United Arab Emirates,279,8,Rohan Mustafa,9,0,45,0,0,0,5
2015,16th Match,25-February-2015,The Gabba,"Brisbane, Australia",United Arab Emirates vs Ireland,"16th Match, Pool B (D/N), Brisbane, February 25, 2015,
ICC Cricket World Cup",United Arab Emirates,279,8,Krishnachandran Karate,5,0,43,0,0,1,8.6
2015,17th Match,26-February-2015,University Oval,"Dunedin, New Zealand",Scotland vs Afghanistan,"17th Match, Pool A, Dunedin, February 26, 2015,
ICC Cricket World Cup",Afghanistan,210,10,Shapoor Zadran,10,1,38,4,1,2,3.8
2015,17th Match,26-February-2015,University Oval,"Dunedin, New Zealand",Scotland vs Afghanistan,"17th Match, Pool A, Dunedin, February 26, 2015,
ICC Cricket World Cup",Afghanistan,210,10,Dawlat Zadran,10,1,29,3,0,2,2.9
2015,17th Match,26-February-2015,University Oval,"Dunedin, New Zealand",Scotland vs Afghanistan,"17th Match, Pool A, Dunedin, February 26, 2015,
ICC Cricket World Cup",Afghanistan,210,10,Hamid Hassan,10,1,32,1,0,0,3.2
2015,17th Match,26-February-2015,University Oval,"Dunedin, New Zealand",Scotland vs Afghanistan,"17th Match, Pool A, Dunedin, February 26, 2015,
ICC Cricket World Cup",Afghanistan,210,10,Gulbadin Naib,9,0,53,1,0,2,5.89
2015,17th Match,26-February-2015,University Oval,"Dunedin, New Zealand",Scotland vs Afghanistan,"17th Match, Pool A, Dunedin, February 26, 2015,
ICC Cricket World Cup",Afghanistan,210,10,Mohammad Nabi,10,0,38,1,0,6,3.8
2015,17th Match,26-February-2015,University Oval,"Dunedin, New Zealand",Scotland vs Afghanistan,"17th Match, Pool A, Dunedin, February 26, 2015,
ICC Cricket World Cup",Afghanistan,210,10,Javed Ahmadi,1,0,8,0,0,0,8
2015,17th Match,26-February-2015,University Oval,"Dunedin, New Zealand",Scotland vs Afghanistan,"17th Match, Pool A, Dunedin, February 26, 2015,
ICC Cricket World Cup",Scotland,211,9,Iain Wardlaw,9.3,0,61,0,1,2,6.56
2015,17th Match,26-February-2015,University Oval,"Dunedin, New Zealand",Scotland vs Afghanistan,"17th Match, Pool A, Dunedin, February 26, 2015,
ICC Cricket World Cup",Scotland,211,9,Josh Davey,10,1,34,2,0,1,3.4
2015,17th Match,26-February-2015,University Oval,"Dunedin, New Zealand",Scotland vs Afghanistan,"17th Match, Pool A, Dunedin, February 26, 2015,
ICC Cricket World Cup",Scotland,211,9,Alasdair Evans,10,1,30,2,0,4,3
2015,17th Match,26-February-2015,University Oval,"Dunedin, New Zealand",Scotland vs Afghanistan,"17th Match, Pool A, Dunedin, February 26, 2015,
ICC Cricket World Cup",Scotland,211,9,Majid Haq,10,0,45,1,0,1,4.5
2015,17th Match,26-February-2015,University Oval,"Dunedin, New Zealand",Scotland vs Afghanistan,"17th Match, Pool A, Dunedin, February 26, 2015,
ICC Cricket World Cup",Scotland,211,9,Richie Berrington,10,0,40,4,0,2,4
2015,18th Match,26-February-2015,Melbourne Cricket Ground,"Melbourne, Australia",Sri Lanka vs Bangladesh,"18th Match, Pool A (D/N), Melbourne, February 26, 2015,
ICC Cricket World Cup",Bangladesh,332,1,Mashrafe Mortaza,10,0,53,0,0,0,5.3
2015,18th Match,26-February-2015,Melbourne Cricket Ground,"Melbourne, Australia",Sri Lanka vs Bangladesh,"18th Match, Pool A (D/N), Melbourne, February 26, 2015,
ICC Cricket World Cup",Bangladesh,332,1,Rubel Hossain,9,0,62,1,0,5,6.89
2015,18th Match,26-February-2015,Melbourne Cricket Ground,"Melbourne, Australia",Sri Lanka vs Bangladesh,"18th Match, Pool A (D/N), Melbourne, February 26, 2015,
ICC Cricket World Cup",Bangladesh,332,1,Taskin Ahmed,10,1,82,0,0,2,8.2
2015,18th Match,26-February-2015,Melbourne Cricket Ground,"Melbourne, Australia",Sri Lanka vs Bangladesh,"18th Match, Pool A (D/N), Melbourne, February 26, 2015,
ICC Cricket World Cup",Bangladesh,332,1,Shakib Al Hasan,10,0,55,0,0,0,5.5
2015,18th Match,26-February-2015,Melbourne Cricket Ground,"Melbourne, Australia",Sri Lanka vs Bangladesh,"18th Match, Pool A (D/N), Melbourne, February 26, 2015,
ICC Cricket World Cup",Bangladesh,332,1,Mahmudullah,7,0,49,0,0,0,7
2015,18th Match,26-February-2015,Melbourne Cricket Ground,"Melbourne, Australia",Sri Lanka vs Bangladesh,"18th Match, Pool A (D/N), Melbourne, February 26, 2015,
ICC Cricket World Cup",Bangladesh,332,1,Sabbir Rahman,4,0,26,0,0,2,6.5
2015,18th Match,26-February-2015,Melbourne Cricket Ground,"Melbourne, Australia",Sri Lanka vs Bangladesh,"18th Match, Pool A (D/N), Melbourne, February 26, 2015,
ICC Cricket World Cup",Sri Lanka,240,10,Lasith Malinga,9,0,35,3,0,0,3.89
2015,18th Match,26-February-2015,Melbourne Cricket Ground,"Melbourne, Australia",Sri Lanka vs Bangladesh,"18th Match, Pool A (D/N), Melbourne, February 26, 2015,
ICC Cricket World Cup",Sri Lanka,240,10,Suranga Lakmal,8,0,49,2,0,2,6.13
2015,18th Match,26-February-2015,Melbourne Cricket Ground,"Melbourne, Australia",Sri Lanka vs Bangladesh,"18th Match, Pool A (D/N), Melbourne, February 26, 2015,
ICC Cricket World Cup",Sri Lanka,240,10,Angelo Mathews,5.4,0,36,1,0,0,6.67
2015,18th Match,26-February-2015,Melbourne Cricket Ground,"Melbourne, Australia",Sri Lanka vs Bangladesh,"18th Match, Pool A (D/N), Melbourne, February 26, 2015,
ICC Cricket World Cup",Sri Lanka,240,10,Rangana Herath,10,0,43,0,0,0,4.3
2015,18th Match,26-February-2015,Melbourne Cricket Ground,"Melbourne, Australia",Sri Lanka vs Bangladesh,"18th Match, Pool A (D/N), Melbourne, February 26, 2015,
ICC Cricket World Cup",Sri Lanka,240,10,Thisara Perera,6.2,0,33,1,0,1,5.32
2015,18th Match,26-February-2015,Melbourne Cricket Ground,"Melbourne, Australia",Sri Lanka vs Bangladesh,"18th Match, Pool A (D/N), Melbourne, February 26, 2015,
ICC Cricket World Cup",Sri Lanka,240,10,Tillakaratne Dilshan,8,0,35,2,0,3,4.38
2015,19th Match,27-February-2015,Sydney Cricket Ground,"Sydney, Australia",South Africa vs West Indies,"19th Match, Pool B (D/N), Sydney, February 27, 2015,
ICC Cricket World Cup",West Indies,408,5,Jerome Taylor,8,1,64,0,1,4,8
2015,19th Match,27-February-2015,Sydney Cricket Ground,"Sydney, Australia",South Africa vs West Indies,"19th Match, Pool B (D/N), Sydney, February 27, 2015,
ICC Cricket World Cup",West Indies,408,5,Jason Holder,10,2,104,1,2,2,10.4
2015,19th Match,27-February-2015,Sydney Cricket Ground,"Sydney, Australia",South Africa vs West Indies,"19th Match, Pool B (D/N), Sydney, February 27, 2015,
ICC Cricket World Cup",West Indies,408,5,Andre Russell,9,0,74,2,0,1,8.22
2015,19th Match,27-February-2015,Sydney Cricket Ground,"Sydney, Australia",South Africa vs West Indies,"19th Match, Pool B (D/N), Sydney, February 27, 2015,
ICC Cricket World Cup",West Indies,408,5,Marlon Samuels,2,0,14,0,0,0,7
2015,19th Match,27-February-2015,Sydney Cricket Ground,"Sydney, Australia",South Africa vs West Indies,"19th Match, Pool B (D/N), Sydney, February 27, 2015,
ICC Cricket World Cup",West Indies,408,5,Sulieman Benn,10,0,79,0,0,1,7.9
2015,19th Match,27-February-2015,Sydney Cricket Ground,"Sydney, Australia",South Africa vs West Indies,"19th Match, Pool B (D/N), Sydney, February 27, 2015,
ICC Cricket World Cup",West Indies,408,5,Daren Sammy,7,0,50,0,0,0,7.14
2015,19th Match,27-February-2015,Sydney Cricket Ground,"Sydney, Australia",South Africa vs West Indies,"19th Match, Pool B (D/N), Sydney, February 27, 2015,
ICC Cricket World Cup",West Indies,408,5,Chris Gayle,4,0,21,2,0,3,5.25
2015,19th Match,27-February-2015,Sydney Cricket Ground,"Sydney, Australia",South Africa vs West Indies,"19th Match, Pool B (D/N), Sydney, February 27, 2015,
ICC Cricket World Cup",South Africa,151,10,Dale Steyn,7,0,24,1,0,2,3.43
2015,19th Match,27-February-2015,Sydney Cricket Ground,"Sydney, Australia",South Africa vs West Indies,"19th Match, Pool B (D/N), Sydney, February 27, 2015,
ICC Cricket World Cup",South Africa,151,10,Kyle Abbott,8,0,37,2,0,1,4.63
2015,19th Match,27-February-2015,Sydney Cricket Ground,"Sydney, Australia",South Africa vs West Indies,"19th Match, Pool B (D/N), Sydney, February 27, 2015,
ICC Cricket World Cup",South Africa,151,10,Morne Morkel,5.1,0,23,2,0,0,4.51
2015,19th Match,27-February-2015,Sydney Cricket Ground,"Sydney, Australia",South Africa vs West Indies,"19th Match, Pool B (D/N), Sydney, February 27, 2015,
ICC Cricket World Cup",South Africa,151,10,Imran Tahir,10,2,45,5,0,0,4.5
2015,19th Match,27-February-2015,Sydney Cricket Ground,"Sydney, Australia",South Africa vs West Indies,"19th Match, Pool B (D/N), Sydney, February 27, 2015,
ICC Cricket World Cup",South Africa,151,10,Faf du Plessis,3,0,17,0,0,0,5.67
2015,20th Match,28-February-2015,Eden Park,"Auckland, New Zealand",Australia vs New Zealand,"20th Match, Pool A (D/N), Auckland, February 28, 2015,
ICC Cricket World Cup",New Zealand,151,10,Tim Southee,9,0,65,2,0,4,7.22
2015,20th Match,28-February-2015,Eden Park,"Auckland, New Zealand",Australia vs New Zealand,"20th Match, Pool A (D/N), Auckland, February 28, 2015,
ICC Cricket World Cup",New Zealand,151,10,Trent Boult,10,3,27,5,0,2,2.7
